"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"0 - 9","CH",202034,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202035,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202036,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202037,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202038,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202039,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH",202040,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202041,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202042,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202043,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202044,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202045,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202046,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202047,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202048,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202049,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202050,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"0 - 9","CH",202051,0,1,0,0,873043,0,0.11,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","CH",202052,1,2,0.002,0.2,873043,0.11,0.23,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"0 - 9","CH",202053,0,2,0,0,873043,0,0.23,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","CH",202101,0,2,0,0,873043,0,0.23,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"0 - 9","CH",202102,0,2,0,0,873043,0,0.23,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202009,0,0,NA,NA,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202010,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202011,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202012,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202013,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202014,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202015,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202016,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202017,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202018,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202019,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202020,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202021,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202022,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202023,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"10 - 19","CH",202024,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202025,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202026,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202027,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202028,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202029,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202030,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202031,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202032,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202033,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202034,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202035,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202036,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202037,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202038,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202039,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH",202040,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202041,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202042,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202043,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202044,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202045,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202046,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202047,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202048,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202049,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202050,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"10 - 19","CH",202051,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"10 - 19","CH",202052,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"10 - 19","CH",202053,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"10 - 19","CH",202101,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"10 - 19","CH",202102,0,0,0,0,844155,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202009,0,0,NA,NA,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202010,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202011,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202012,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202013,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202014,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202015,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202016,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202017,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202018,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202019,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202020,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202021,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202022,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202023,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"20 - 29","CH",202024,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202025,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202026,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202027,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202028,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202029,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202030,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202031,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202032,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202033,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202034,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202035,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202036,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202037,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202038,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202039,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH",202040,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202041,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202042,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202043,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202044,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202045,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202046,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202047,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202048,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202049,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202050,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"20 - 29","CH",202051,0,0,0,0,1045350,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE
"20 - 29","CH",202052,1,1,0.002,0.2,1045350,0.1,0.1,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE
"20 - 29","CH",202053,2,3,0.004,0.4,1045350,0.19,0.29,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE
"20 - 29","CH",202101,0,3,0,0,1045350,0,0.29,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE
"20 - 29","CH",202102,0,3,0,0,1045350,0,0.29,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202009,0,0,NA,NA,1229176,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202010,0,0,0,0,1229176,0,0,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"30 - 39","CH",202011,1,1,0.04,4,1229176,0.08,0.08,"COVID19Death","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
